Brand,Model,category,source,sourceType,sourceId
LG,UBK90,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
NA,3800XB,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Google,GA3A00093-A14-Z01,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
GPX,PD951R,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Apple,MQD22LL/A,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Apple,MR912LL/A,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Amazon,AMZ-FIRETV4K,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Amazon,AMZ-FIRETVCUBE,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,BDPS6700,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,BDPS3700,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,UBPX800,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,BD-J5700/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
LG,BP350,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,BDPS1700,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,DVPSR210P,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Naxa,NPD-1004,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Tablo,SPVR401NA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,UBD-M9500/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,UBD-M7500/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Panasonic,DVD-S500,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,BD-JM63C,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,BD-J5100/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Apple,MP7P2LL/A,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,UBPX700,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,UBD-M8500/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Roku,4660XB,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
SiliconDust,HDHR5-4US,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sony,DVDSR510H,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
GPX,SC-178DVD-7,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
QFX,VP-109,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
GPX,SC-179DVD,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,UBDM7500-R,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,BD-J6300/ZA,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Supersonic,SC-259A,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
GPX,D200B,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Naxa,ND-856,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sanyo,RFWDP175F,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Supersonic,SC-257A,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Naxa,ND-861,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
LG,UBK80,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
SYLVANIA,SDVD8739,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
GPX,PD701W,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,UBD-KM85C-R,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Sanyo,RFWZV475F,Blu-Ray & DVD Players,Fry's Electronics,retailer,1
Samsung,SM-T380NZKEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T280NZWAXAR,Android Tablets,Fry's Electronics,retailer,1
Asus,Z300M-A2-GD,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T280NZKAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T580NZWAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T580NZKAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T713NZKEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T380NZSEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-P580NZKAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T813NZKEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-P580NZWAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T113NDWACCC,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T813NZWEXAR,Android Tablets,Fry's Electronics,retailer,1
SLY,PBSKD12,Android Tablets,Fry's Electronics,retailer,1
SLY,CUBBY,Android Tablets,Fry's Electronics,retailer,1
Naxa,NID-9001/ 9002,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T713NZWEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T560NZKUXAR,Android Tablets,Fry's Electronics,retailer,1
Huawei,53018231,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T820NZSAXAR,Android Tablets,Fry's Electronics,retailer,1
Asus,Z380M-A2-GR,Android Tablets,Fry's Electronics,retailer,1
Proscan,PLT9999G-K,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T670NZKAXAR,Android Tablets,Fry's Electronics,retailer,1
Schok,SM7216GB,Android Tablets,Fry's Electronics,retailer,1
Lenovo,ZA1N0007US,Android Tablets,Fry's Electronics,retailer,1
Schok,SM7216TB,Android Tablets,Fry's Electronics,retailer,1
Schok,SM7216WB,Android Tablets,Fry's Electronics,retailer,1
Schok,SM7216RB,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T350NZWAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T350NZAAXAR,Android Tablets,Fry's Electronics,retailer,1
Asus,Z300M-A2-GR,Android Tablets,Fry's Electronics,retailer,1
Schok,SM7216PB,Android Tablets,Fry's Electronics,retailer,1
LG,LGV940N,Android Tablets,Fry's Electronics,retailer,1
Proscan,PLT1065G-K,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T820NZKAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T813NZKFXAR,Android Tablets,Fry's Electronics,retailer,1
Ematic,EGQ180,Android Tablets,Fry's Electronics,retailer,1
Asus,Z170C-A1-BK,Android Tablets,Fry's Electronics,retailer,1
LG,LGV700.AUSABK,Android Tablets,Fry's Electronics,retailer,1
GOOGLE INC.,GGL-GA3A00074-A14,Android Tablets,Fry's Electronics,retailer,1
Lenovo,Yoga Tab 3 Pro 10,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T113NYKAXAR,Android Tablets,Fry's Electronics,retailer,1
Lenovo,ZA090094US,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T810NZKEXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T550NZAAXAR,Android Tablets,Fry's Electronics,retailer,1
Lenovo,Tab 3 A7,Android Tablets,Fry's Electronics,retailer,1
Lenovo,Tab 3 A8,Android Tablets,Fry's Electronics,retailer,1
Lenovo,Tab 3 Essential,Android Tablets,Fry's Electronics,retailer,1
Visual Land,ME-10Q-16GB-BLK,Android Tablets,Fry's Electronics,retailer,1
Ematic,EGQ223,Android Tablets,Fry's Electronics,retailer,1
Visual Land,Elite 8QI,Android Tablets,Fry's Electronics,retailer,1
Visual Land,7QS-WC-16GB-BLK,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T810NZDEXAR,Android Tablets,Fry's Electronics,retailer,1
Visual Land,8Qi Paisley,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T113NDWAXAR,Android Tablets,Fry's Electronics,retailer,1
Samsung,SM-T710NZWEXAR,Android Tablets,Fry's Electronics,retailer,1
